Moisture,rainfall,Average Humidity,Mean Temp,max Temp,Min temp
12.74750644,0.12901658,50,73,86,60
12.85481249,0.11282027,63,69,83,55
12.87013499,0.18662518,59,66,82,51
13.08582441,0.23918184,54,66,82,49
12.96311144,0.33049059,54,66,83,50
13.02405451,0.24041515,42,70,82,57
12.97485116,0.26403505,45,70,86,54
12.87168839,0.26012968,52,66,83,50
12.93402201,0.18557506,58,68,86,50
12.86753912,0.11350465,55,69,82,56
12.98983181,0.056974,70,66,78,53
12.88029667,0.05644725,84,61,68,54
12.95622996,0.0245367,96,61,65,57
12.76719828,0.03560431,80,65,75,55
12.70798279,0.00838913,77,64,74,53
12.75417383,0.00555195,79,60,70,50
13.01371524,0.02632397,55,60,73,46
12.98190986,0.12563133,60,62,74,51
13.00465851,0.15090981,64,62,75,48
12.82337642,0.1187326,59,62,75,50
12.99820092,0.16673376,56,64,77,51
12.94045997,0.26696685,51,68,82,54
13.02150739,0.29363447,52,66,81,50
12.98448646,0.25212555,45,68,85,50
12.87283041,0.22984271,43,72,83,60
13.00777073,0.21110457,42,70,83,58
13.11024431,0.29174965,54,67,74,60
12.89428423,0.31280365,66,66,77,56
12.85346141,0.36913268,55,68,82,54
12.93420434,0.33878369,42,73,87,59
12.89796921,0.28972381,62,70,81,60
12.96352134,0.23356094,72,65,76,55
12.91026934,0.14711714,63,62,74,50
13.0031383,0.22369799,52,64,77,50
12.93738193,0.32011546,40,66,81,51
12.86783555,0.28529431,35,68,81,56
12.70553365,0.27336061,37,68,81,54
13.03339121,0.22370039,40,66,83,49
12.97662268,0.17885455,38,68,86,50
12.90725976,0.18323153,31,74,87,61
12.88964479,0.18844241,36,72,86,59
12.7789379,0.15569831,52,74,85,63
12.85280715,0.11755225,78,68,78,58
12.93310794,0.16706825,80,66,76,56
12.98035045,0.25786965,51,66,77,56
12.8078775,0.24884988,47,64,78,50
12.98902024,0.20812227,43,69,85,53
13.06472181,0.15456265,49,72,89,56
12.94509225,0.14551678,49,81,94,64
12.89709913,0.1387901,41,80,94,66
12.81315792,0.12491662,43,79,93,65
13.17303192,0.09319236,40,79,93,65
12.77280806,0.12723955,28,76,88,65
12.90959388,0.11350659,33,76,87,64
12.87047925,0.10730909,32,73,89,57
12.79494668,0.11324754,23,76,92,61
13.07365273,0.13074577,31,76,95,58
12.84037255,0.0903239,31,79,97,60
12.66033367,0.18713785,24,81,98,64
12.87625742,0.21560767,27,84,100,68
12.92293648,0.19327303,26,86,102,71
12.96881228,0.2706731,25,86,104,69
12.76829232,0.27840067,20,88,102,73
12.89125543,0.23784823,20,83,96,70
12.91754475,0.25383146,21,78,94,61
12.9702666,0.23356161,20,80,99,61
13.00937713,0.23595329,24,85,102,68
12.85973621,0.23082784,30,86,102,69
12.89084867,0.14928857,20,86,99,74
13.04302749,0.20256789,30,88,100,73
12.96392567,0.21060065,41,81,96,66
12.96291942,0.11419233,25,84,102,66
12.87055141,0.08303335,16,88,103,73
12.91344851,0.15731071,16,88,104,73
12.90392712,0.18178942,16,90,105,75
12.86827037,0.12152327,19,92,106,77
12.98602365,0.09472932,17,90,106,73
12.88820969,0.05640446,17,91,107,75
12.85334601,0.09685776,22,93,109,77
12.9214721,0.15065448,21,88,102,73
12.85428706,0.21010989,30,90,104,75
12.98139911,0.1551018,30,86,102,69
12.68255712,0.15583529,27,88,103,72
12.83135454,0.09312827,24,90,106,74
12.82793715,0.08972982,18,92,106,77
12.87938035,0.04826248,24,92,106,78
12.86403917,0.05123498,28,94,108,79
12.76989737,0.07986768,21,90,107,73
12.70026489,0.09453729,25,90,107,72
12.94585917,0.16226764,16,94,110,77
12.90186449,0.07049657,14,92,109,75
13.06592857,0.01485672,19,94,110,77
12.88561322,0.0160609,18,93,111,75
12.93670645,0.03114874,26,94,110,79
12.80460924,0,24,94,109,78
12.8433168,0,25,96,110,82
12.88713808,0,36,92,105,78
12.91720052,0,38,89,106,72
12.88530021,0,33,88,108,68
12.90888813,0,26,92,108,77
12.972858,0,23,96,110,81
12.88059804,0,26,93,109,77
12.8288977,0,21,94,109,78
12.99496929,0,27,90,106,75
12.93092257,0.00815767,36,92,109,76
12.8249302,0.03194367,34,90,108,71
12.73843209,0.00185919,32,94,108,80
12.97657968,0.00911682,34,94,108,79
12.84427813,0,31,92,107,78
12.77239192,0,27,94,109,78
12.93367608,0.01792918,22,96,109,84
12.98355397,0.04609076,35,92,104,80
12.93811154,0.02857452,27,91,104,78
12.93456666,0.0422568,26,90,105,75
12.86616216,0.01267321,18,91,105,77
12.84200991,0,18,92,106,78
12.92379748,0.00094224,18,92,106,78
13.00075066,0.02206723,20,91,105,77
12.95583839,0.04585427,30,86,102,71
12.81280076,0.02333996,30,88,102,75
12.89943337,0,30,86,100,72
12.87061168,0,25,90,103,77
13.02295276,0,23,92,107,77
12.95225757,0,21,94,110,79
12.88155615,0,24,95,111,79
12.94363942,0,26,94,107,81
13.04946977,0,48,84,96,72
12.88155639,0,42,88,103,74
12.83453672,0,34,93,106,80
12.77182341,0,28,96,108,83
12.76404688,0,28,96,109,84
12.88844109,0,32,98,112,85
12.77149756,0,24,100,113,86
12.90509733,0,30,98,111,84
12.8458016,0,33,97,109,85
12.93916061,0,33,98,110,85
12.87115267,0,34,98,109,87
12.86585883,0,40,95,107,83
12.96729465,0,66,89,101,77
12.82362765,0,63,86,97,74
12.78583507,0,62,86,99,74
12.75641136,0.02167764,52,90,99,82
12.90414996,0,56,88,99,77
12.96771794,0,60,90,102,77
12.96097494,0,55,90,102,77
12.91637449,0,55,90,100,81
12.7711452,0,50,92,103,81
12.89310318,0,53,88,99,77
12.94828801,0,46,90,101,80
12.81763371,0,44,90,101,79
12.96895811,0,77,83,91,75
12.95865876,0,74,84,95,73
12.81072214,0,57,89,97,81
12.92868218,0,51,88,97,79
12.88519673,0,66,86,97,76
12.90275423,0,88,82,91,72
12.95956424,0.00225385,87,78,84,71
13.03560651,0,87,78,85,71
12.80533865,0,80,84,95,74
12.72680108,0,84,82,94,69
12.87471237,0,80,80,89,72
12.78573588,0,83,82,87,76
12.9322724,0,81,79,86,72
12.82504113,0,84,82,88,76
12.90701741,0.01724156,72,84,95,74
12.97188071,0.00399156,77,83,92,74
13.07069586,0,68,86,97,75
12.97956193,0.00473607,67,84,97,72
12.88113834,0,69,88,99,76
13.01093199,0.02482867,62,86,98,74
13.06771817,0.21895669,61,86,98,74
12.82928002,0.13028815,53,89,99,79
12.8597524,0,48,86,96,77
13.02670411,0,49,85,96,74
12.91154876,0,57,88,97,80
13.09393081,0,74,84,95,72
13.03551204,0,72,82,93,72
12.95207797,0,72,86,95,76
12.77505859,0,80,82,92,71
12.8853072,0,74,84,94,74
12.81859434,0,65,86,96,75
12.80017343,0,70,85,96,74
12.83539723,0,67,86,98,75
12.94759583,0,72,86,95,77
12.6524776,0,76,86,96,76
12.73980749,0,86,78,83,74
12.95982348,0,89,76,86,66
12.91829702,0.00029998,88,81,90,72
12.76362246,0,86,81,91,71
13.11254131,0.01013053,82,82,91,74
12.92357488,0.03134928,76,84,93,75
12.95577962,0.0123605,77,82,89,74
13.02437955,0.00417157,83,80,86,74
12.80230806,0,77,82,91,72
12.86108668,0.03174683,68,82,93,71
12.72384519,0,77,80,88,73
12.83685907,0.02719149,70,82,90,73
12.76879445,0.02682104,74,80,87,73
12.82100155,0.01028368,65,81,90,72
13.00476975,0.02046472,63,82,91,72
12.79086962,0.06005408,60,82,93,71
13.11432154,0.0841193,57,81,92,70
12.87495361,0,66,82,92,73
12.83919103,0,86,78,83,72
13.00322649,0.12447929,77,81,90,72
12.90818528,0.07450455,93,76,80,72
13.03349358,0.09858411,87,80,89,70
12.74856828,0.2228459,75,82,93,71
12.95739414,0.12855534,79,84,93,75
12.91400159,0.11341892,80,85,96,74
12.79724394,0.08006364,84,84,95,72
12.99500609,0.0776757,87,80,89,72
12.89502396,0.09419903,87,80,88,73
12.83284685,0.08925248,80,82,93,71
12.97316169,0.11055694,88,82,89,75
12.88163617,0.12220198,91,82,91,73
12.98489225,0.1796935,85,80,92,69
12.78864612,0.28862131,74,84,95,74
12.98696385,0.26717011,78,84,95,74
12.97968334,0.18105142,78,84,94,74
13.0934182,0.15220806,79,82,92,71
13.05743017,0.05361401,86,80,89,70
12.97082465,0.16287162,76,81,93,69
12.66862648,0.29396519,84,79,90,68
12.73513675,0.17685429,82,80,92,69
12.84175602,0.1784297,78,83,91,75
12.99653831,0.12850257,66,80,93,68
12.83563577,0.05435099,63,80,93,66
12.96178191,0.03544632,64,82,93,72
12.76018945,0.07244817,74,82,94,69
12.90321299,0.13790993,71,80,91,68
12.91575367,0.26461286,70,82,94,70
12.91988874,0.27772908,65,84,95,72
12.86468518,0.33147006,62,85,97,73
12.94954627,0.291241,61,86,97,75
12.9031676,0.20511291,64,85,95,75
13.0230942,0.20236105,58,86,95,77
12.99605829,0.16655553,55,83,93,73
12.92175285,0.13364869,54,82,92,72
12.82534724,0.16297403,70,75,81,69
12.79118501,0.26244029,66,79,91,67
12.73173047,0.34866006,58,81,94,68
12.86187648,0.3132829,63,81,94,68
12.93022461,0.24893817,50,82,97,66
12.98095926,0.21139503,41,83,98,68
13.08770179,0.18104788,42,82,96,69
12.92584343,0.16706095,39,78,97,60
12.99648572,0.2056398,33,82,98,66
13.00267138,0.19301918,35,82,98,66
12.86720684,0.29078419,35,80,98,63
13.00076584,0.31073026,33,81,97,65
12.88899688,0.2535624,36,81,96,66
12.91745546,0.28809325,37,79,95,63
12.9951193,0.27789621,37,80,94,66
12.91953289,0.23477725,33,79,94,64
12.95173013,0.25988332,35,79,94,64
13.01977362,0.23821256,33,77,93,61
12.8009364,0.24275834,35,76,93,60
13.08719389,0.21390753,31,78,94,63
12.93025245,0.22267875,34,78,93,63
12.8593915,0.22460861,33,78,93,62
13.1068957,0.20867334,52,79,92,66
12.91224511,0.22015464,38,77,91,63
12.86884736,0.24147998,35,76,93,60
13.01676179,0.28560557,35,77,95,59
12.96888278,0.301119,32,80,95,66
12.96928452,0.25605625,43,78,93,64
12.94240803,0.24019075,35,80,94,65
13.07399005,0.24572588,33,76,92,61
12.73468229,0.27386408,33,78,93,64
12.91770811,0.23189624,40,79,93,65
12.87176357,0.27144763,38,78,93,63
12.90470651,0.15342658,38,76,93,60
12.88164078,0.14389701,35,76,92,61
12.9034521,0.08972662,32,77,90,64
12.92216592,0.09120516,33,77,89,65
12.90948839,0.1372778,39,74,91,58
12.87276781,0.10768843,36,72,90,55
13.08206236,0.07695559,37,74,90,57
13.05163423,0.10906583,29,75,90,60
12.98206168,0.12941,33,75,92,58
12.98945392,0.09000015,39,76,94,57
12.87517386,0.09558814,36,76,94,57
12.80771485,0.08988969,34,77,93,61
12.93527382,0.12240879,51,78,91,66
12.95477642,0.08412435,43,78,89,66
12.97697233,0.04538749,44,78,90,66
12.90128393,0.07730968,38,76,92,59
13.05971909,0.07068936,38,74,90,57
12.74354217,0.0151269,37,74,89,60
12.75588642,0.01387918,36,73,89,57
12.82165791,0.08298048,34,72,88,55
12.95507197,0.0545119,40,66,82,51
12.93036085,0.06093378,43,68,84,51
12.87493183,0,38,69,84,54
13.09110269,0.02043946,35,68,84,52
12.97614364,0.00642048,44,68,86,51
13.01503102,0.03583846,39,70,88,51
12.95432435,0.06777985,45,70,87,53
12.78791844,0.04620565,46,68,86,51
12.9432766,0.01812981,48,70,87,52
12.78318815,0.04954826,40,70,88,53
12.86519486,0.05862999,46,69,87,51
12.66709642,0.12675816,47,68,84,51
12.69585838,0.11645147,39,68,83,54
12.87495313,0.06654542,46,68,83,54
12.9654468,0.10557575,53,69,80,58
12.69334852,0.18707732,63,66,74,59
12.81745132,0.09733837,59,63,76,50
12.99403046,0.01139799,59,64,77,50
12.93263936,0.0393005,53,63,76,50
12.90239406,0.01833598,52,63,75,51
12.94401061,0,54,62,77,48
12.94071012,0.01841964,56,62,77,46
12.85051451,0,54,61,77,45
12.87915574,0,51,64,75,54
12.91116,0,52,66,77,56
12.77134741,0,66,62,73,52
12.88804747,0.0018103,65,58,72,45
12.90578967,0,63,58,69,48
12.91530419,0,62,56,71,40
12.8789467,0,46,54,70,38
12.88184116,0,50,56,74,37
12.8136274,0,57,57,75,39
12.85658011,0,47,63,77,49
12.90015589,0.00014373,53,63,80,46
12.71645891,0,54,64,80,47
12.79237219,0,40,68,80,57
13.06676812,0,48,64,75,53
12.99814291,0,57,70,80,59
12.87191709,0.00948428,51,66,81,52
12.90322651,0,50,61,77,45
12.94453288,0,46,63,76,50
12.91396862,0,43,61,74,48
12.8978948,0,48,58,75,41
12.99027685,0,46,57,73,41
12.97505781,0,49,56,72,39
12.9887546,0,44,56,73,39
12.77235802,0,41,56,71,41
13.02794915,0,43,55,73,37
12.79623015,0,36,56,74,37
12.90207224,0,37,57,73,41
12.96748066,0,37,64,76,52
12.85517959,0,45,62,77,48
12.9497745,0.0280096,47,67,79,55
12.93103642,0.02282416,48,70,83,57
12.82912104,0.01609646,59,65,77,53
12.82334065,0,37,62,71,53
13.00210683,0,39,58,71,45
13.01973961,0,40,56,71,40
12.65562134,0,37,58,74,42
12.797781,0,34,61,73,49
12.94810045,0,43,65,80,50
12.86063568,0,46,67,79,55
12.97993067,0,51,64,75,54
13.15583907,0,44,55,69,41
12.97047198,0,51,52,67,37
12.99430615,0,50,52,67,37
12.92194394,0.023315,40,52,60,43
12.84710498,0.00233476,40,52,68,35
12.82070692,0,33,56,67,45
12.98437674,0.01957236,35,57,66,48
12.93641773,0.01978735,40,57,66,48
12.89684315,0,31,55,67,43
12.9979567,0,38,54,68,41
12.98956323,0,42,58,68,47
12.84070287,0,43,54,68,39
12.91490791,0,40,54,68,39
12.98811371,0,42,54,71,38
12.74799949,0,36,57,69,45
12.89446856,0,38,62,73,51
12.86947596,0,53,56,69,43
12.80775361,0.03134928,58,55,69,41
12.9523035,0.0123605,51,56,72,39
12.85031609,0.00417157,38,55,66,44
12.79090507,0,38,56,68,45
12.85841908,0.03174683,44,54,65,42
12.85329657,0,45,54,69,39
12.93009315,0.02719149,43,55,72,38
12.97870454,0.02682104,30,55,71,39
12.86010566,0.01028368,36,56,73,38
13.05291656,0.02046472,30,57,77,37
12.68647631,0.06005408,31,64,82,46
12.79835738,0.0841193,37,66,84,47
13.08349159,0,30,68,87,48
12.92704125,0,28,67,84,50
12.96169992,0.12447929,39,64,82,47
12.76552827,0.07450455,31,68,84,51
13.06358154,0.09858411,22,70,85,56
12.8760237,0.2228459,28,74,88,59
12.74557069,0.12855534,33,72,85,59
12.82444329,0.11341892,31,72,81,62
12.93606687,0.08006364,27,66,79,54
12.87700689,0.0776757,30,64,80,49
12.87726583,0.09419903,26,66,86,47
12.88378567,0.08925248,31,70,90,50
12.90797928,0.11055694,26,75,95,55
12.83158479,0.12220198,25,74,94,55
12.91675216,0.1796935,24,76,95,56
12.65305282,0.28862131,25,75,93,57
12.80250751,0.26717011,24,75,95,55
12.95304029,0.18105142,27,78,96,61
13.10307522,0.15220806,30,78,96,59
12.72096594,0.05361401,25,76,95,57
12.9500686,0.16287162,24,75,93,57
12.85218998,0.29396519,31,78,91,66
12.97977921,0.17685429,34,74,87,61
12.93551007,0.1784297,39,75,84,66
12.77443952,0.12850257,42,73,86,60
12.86491527,0.05435099,52,72,78,65
12.8749835,0.03544632,40,72,90,55
12.82453339,0.07244817,38,74,92,57
12.72954699,0.13790993,28,79,99,59
12.95708438,0.26461286,21,80,98,63
12.89892521,0.27772908,26,81,100,62
12.88470958,0.33147006,19,82,99,65
12.90523843,0.291241,25,82,97,68
12.91457377,0.20511291,26,80,97,63
12.74279223,0.20236105,22,78,97,59
12.96482122,0.16655553,21,80,95,65
12.99304964,0.13364869,21,82,98,65
12.91297874,0.16297403,21,81,97,65
12.87347314,0.26244029,25,80,97,64
12.78190894,0.34866006,21,80,98,62
12.76998906,0.3132829,22,86,100,71
12.92119462,0.24893817,22,82,102,62
12.86773085,0.21139503,21,84,100,68
13.1075282,0.18104788,32,83,97,69
12.81148277,0.16706095,46,76,90,63
12.97035636,0.2056398,54,76,92,59
13.01541798,0.19301918,60,71,84,58
12.94380047,0.29078419,62,72,84,61
12.68419874,0.31073026,59,72,87,56
12.98315014,0.2535624,44,73,87,59
12.84883139,0.28809325,38,76,91,61
12.77029024,0.27789621,34,78,96,61
12.73271691,0.23477725,31,81,99,63
13.08921626,0.25988332,29,84,101,66
13.01785698,0.23821256,20,85,102,68
13.01254298,0.24275834,29,86,100,71
12.71400105,0.21390753,43,84,101,67
12.89304209,0.22267875,30,84,101,67
12.82543774,0.22460861,27,86,100,72
12.88326073,0.20867334,28,84,101,68
12.81144364,0.22015464,23,80,92,68
13.06062271,0.24147998,26,80,97,64
12.85287571,0.28560557,21,82,101,64
12.98420862,0.301119,24,84,104,64
12.92744233,0.25605625,19,86,104,68
12.79940599,0.24019075,19,88,105,71
12.95849532,0.24572588,20,89,106,72
12.96101478,0.27386408,17,88,107,70
12.97547783,0.23189624,20,90,106,73
12.82363982,0.27144763,17,88,107,70
12.85589577,0.15342658,15,89,107,71
12.92505351,0.14389701,18,88,109,66
12.85042619,0.08972662,16,90,109,71
12.96025629,0.09120516,15,90,107,73
12.9843683,0.1372778,17,90,107,72
12.89234634,0.10768843,22,88,104,72
12.89849012,0.07695559,20,83,111,55
12.82986532,0.10906583,16,98,110,86
12.85636818,0.12941,26,94,107,82
12.89573647,0.09000015,29,90,104,76
12.92784073,0.09558814,30,88,99,77
13.06393051,0.08988969,40,90,103,76
12.94551618,0.12240879,39,81,99,63
12.94325491,0.08412435,47,84,97,72
12.9123756,0.04538749,44,85,101,69
12.9094347,0.07730968,36,91,105,77
12.81605137,0.07068936,39,84,103,65
12.87741467,0.0151269,52,86,93,78
12.87945544,0.01387918,41,90,105,76
12.85724455,0.08298048,29,93,105,81
12.84888418,0.0545119,32,97,110,84
12.84914434,0.06093378,29,94,105,84
12.84507273,0,33,90,103,78
12.82793685,0.02043946,43,90,100,81
12.85939909,0.00642048,44,87,95,79
12.97318795,0.03583846,51,86,96,77
12.95390433,0.06777985,54,88,102,73
13.04107179,0.04620565,51,81,95,67
12.8793808,0.01812981,45,92,105,78
12.95634328,0.04954826,40,90,100,80
12.96873493,0.05862999,37,94,107,82
12.89203475,0.12675816,38,90,102,79
12.94670299,0.11645147,39,88,104,73
12.90933682,0.06654542,31,90,104,77
12.86035134,0.10557575,44,89,107,71
12.91398162,0.18707732,45,86,99,72
12.86953621,0.09733837,41,89,99,79
12.70172136,0.01139799,40,89,101,77
12.97087612,0.0393005,53,92,103,80
12.84205671,0.01833598,52,90,103,77
12.85598252,0,45,92,103,82
12.91502401,0.01841964,48,93,105,81
12.6878865,0,53,88,97,78
12.92175582,0,59,90,100,81
12.83192335,0,60,88,99,78
12.96256831,0,61,91,101,81
12.97275406,0.0018103,74,86,92,79
12.88298189,0,85,81,89,73
12.7841442,0,69,88,97,79
12.8555342,0,68,88,98,78
12.85157145,0,79,84,91,77
12.9515563,0,94,78,82,75
12.96354753,0,76,86,95,73
12.9338652,0.00014373,91,79,88,70
12.92381432,0,81,85,96,74
12.82652586,0,79,84,93,74
12.9466262,0,67,87,96,78
12.82126877,0,56,90,99,81
12.89083201,0.00948428,53,86,99,74
12.84941154,0,60,90,97,82
12.86745123,0,63,90,100,80
12.97018948,0,65,88,98,79
12.98209463,0,85,82,89,76
12.78407632,0,80,86,97,75
12.92693898,0,77,84,95,72
12.90179323,0,67,88,97,79
12.91894934,0,64,88,98,79
12.96846052,0,65,88,97,79
12.89140079,0,61,90,97,82
12.71097437,0,58,88,95,81
12.95040952,0,68,86,89,82
12.83538312,0,75,84,90,78
12.62964892,0.0280096,81,83,89,77
12.90730728,0.02282416,95,79,83,75
12.90484787,0.01609646,83,84,92,76
12.9774682,0,84,85,91,79
12.72073611,0,97,78,81,75
12.89295222,0,78,82,90,75
12.945116,0,73,85,93,77
12.87224276,0,67,85,93,77
12.92125243,0,68,85,93,77
13.14149781,0,61,86,95,78
12.84130096,0,61,86,96,77
13.1080496,0,61,88,97,78
13.05192783,0,63,88,98,78
12.87086181,0,64,87,97,77
12.7747802,0.023315,69,88,97,80
12.86570181,0.00233476,67,88,97,79
12.96287655,0,63,89,99,79
12.87254951,0.01957236,60,89,99,79
12.86859286,0.01978735,63,89,99,79
12.87828511,0,80,84,92,77
12.91488423,0,81,84,92,77
12.84179021,0,77,86,93,78
12.75345985,0,76,85,92,78
12.95031652,0,82,84,91,78
12.98844287,0,84,82,87,77
12.89247068,0,90,80,85,74
12.86722495,0,90,83,90,76
12.75398685,0,93,82,86,77
12.74474112,0,81,82,90,74
12.87151149,0,80,84,92,76
12.94684976,0,78,83,90,76
12.93449504,0.00464197,77,81,87,75
12.82740853,0.05501373,78,83,90,76
12.79124075,0.00907195,79,85,92,78
12.90388104,0.03395804,81,86,93,78
13.03337369,0.02107807,97,81,85,77
13.09841447,0.0216866,94,80,85,76
13.02186304,0.03705747,90,82,89,75
12.76782362,0.01431591,86,82,89,75
12.93089387,0,81,82,89,75
12.93259644,0,76,82,90,75
12.91647227,0,72,82,90,73
13.07696408,0.02482661,70,81,89,73
12.75711412,0,71,80,87,74
12.6555548,0,70,82,90,75
13.09602096,0.0012627,73,80,86,74
13.04917866,0,70,84,94,75
12.88211042,0,65,86,95,77
12.91624418,0,61,88,97,80
12.71620378,0,70,87,95,79
12.9986697,0,73,88,99,77
12.83186273,0,70,84,95,73
12.96533349,0,63,84,93,74
12.92280002,0,65,82,93,72
13.04544035,0,61,86,96,75
12.99173191,0,56,87,99,75
12.86972813,0,54,88,100,75
12.70887084,0,46,84,102,66
12.75241272,0,49,93,102,84
12.79504686,0,52,90,102,77
12.84137898,0,65,86,97,75
12.686776,0,79,81,91,71
12.88045693,0,73,82,92,71
13.0182192,0,75,82,92,73
12.89936416,0,70,84,93,74
13.12564364,0,68,83,91,75
12.77914869,0.00279849,84,81,89,73
12.94084008,0,70,84,93,75
12.80461558,0.05569939,78,85,93,77
12.94010065,0.00322873,88,84,92,75
13.07851333,0,83,82,91,74
12.99098608,0,93,80,88,72
12.96866103,0,86,79,86,72
12.95442212,0.0017236,86,80,88,71
12.72301917,0.02568465,73,80,89,70
13.03524027,0.03114444,75,82,92,71
12.90105867,0.00542341,69,82,93,70
12.7794772,0.05764539,63,79,91,67
12.93230522,0.05615822,62,80,92,69
12.8441572,0.12807676,63,82,93,71
13.00876942,0.09054553,58,82,93,72
12.82837711,0.08645341,61,82,94,69
12.92326423,0.08125601,64,84,95,72
12.96598893,0.12160108,61,83,94,72
12.85282063,0.0896692,59,86,97,74
13.10479563,0.06855089,59,86,96,75
12.76886192,0,61,86,96,75
12.88970708,0,57,87,99,75
12.7005011,0.01430875,52,87,100,74
12.7782298,0,42,86,101,71
12.77167735,0.01929464,38,86,98,74
12.84261132,0.00153143,44,86,96,77
12.7770765,0.03682198,49,84,97,72
12.85114807,0.09207753,43,84,99,70
12.89764486,0.01210957,40,86,100,71
12.70672186,0,37,86,98,73
12.83947842,0,39,84,99,70
12.87915731,0,31,84,100,68
12.827465,0,39,84,100,68
12.97530075,0.01277463,44,84,99,68
12.86897222,0,60,81,90,72
12.98840154,0,46,78,95,61
12.84522441,0,44,78,93,63
12.7708962,0.0037788,38,80,94,65
12.72954093,0,38,80,94,65
12.90505682,0.00237129,35,78,95,62
12.92168621,0,39,80,95,64
12.81038557,0,39,81,95,67
12.85725104,0,38,80,95,65
12.81569396,0,35,80,96,64
12.92708473,0,34,81,95,67
12.90772239,0,36,78,93,63
13.00935477,0,38,78,96,61
12.87582776,0,33,80,95,64
13.01042541,0,34,80,95,66
12.90790234,0,38,79,93,65
13.0178046,0,38,78,92,63
12.92369836,0,37,80,95,64
12.74370001,0,32,79,95,63
12.89651415,0,34,78,95,60
12.84419332,0,40,76,92,59
13.03191801,0,32,76,94,59
12.88137728,0,38,76,92,61
12.87961645,0,45,75,92,58
12.79241786,0,48,74,90,58
12.99661112,0,46,72,87,57
12.77985296,0,53,72,87,56
12.98489129,0,49,72,87,56
12.80079865,0,43,73,86,60
12.92409508,0,44,75,85,65
12.74178939,0,41,74,84,63
12.95231163,0,48,72,86,58
13.01051329,0,49,71,86,56
12.95746413,0,47,70,86,55
12.89165186,0,65,70,81,58
12.99141913,0,69,71,82,60
13.11560675,0,49,68,79,56
12.78295201,0,46,63,78,48
12.87604814,0,45,64,82,45
12.81784228,0,40,67,86,48
12.90320694,0,38,68,87,48
12.97704744,0.01149473,44,70,84,55
12.91847956,0,49,66,83,49
13.00947992,0,60,67,84,50
13.06615219,0,59,67,86,48
12.93465974,0,43,67,82,52
12.89026104,0,47,67,77,57
12.82731382,0,51,66,84,48
12.9725866,0,51,68,87,50
12.86648292,0,53,71,89,53
12.91760267,0,49,72,88,57
13.02365309,0,46,72,86,58
12.94941061,0,53,73,86,60
12.78204813,0,42,72,84,59
13.1292815,0.01435425,60,72,83,61
12.91174076,0.00571548,65,71,84,58
12.78859594,0,66,68,77,59
12.85564013,0,58,64,78,51
12.97635473,0,53,64,78,50
12.9279926,0,48,63,79,47
12.90793741,0,52,64,84,45
12.72189782,0,52,68,83,52
12.84183548,0,49,68,82,55
12.88583651,0,59,66,78,54
12.91928945,0,53,70,78,62
12.77978758,0,66,70,77,62
13.01992904,0,76,67,77,57
12.91019601,0,62,64,74,55
12.80313528,0.00858497,50,60,77,43
12.85437977,0,47,61,78,44
12.88517908,0,55,62,78,46
12.95665883,0,51,66,83,48
12.85758889,0,49,66,82,49
12.88064003,0,51,66,82,50
12.89166614,0,56,65,82,48
12.90625682,0,59,66,80,53
12.96172599,0.00161407,50,60,78,42
12.746276,0.09070998,37,60,77,44
12.75453432,0.13591922,45,61,77,45
13.03899352,0.07068956,50,59,72,46
12.94820709,0,63,60,71,48
12.92584338,0.01282597,51,62,75,48
12.8658534,0.07029979,49,60,72,48
13.03728538,0.07579706,54,58,69,48
12.94544533,0.06050627,48,59,69,49
12.89176514,0.09101022,48,59,65,53
13.03251967,0.03092234,54,65,73,57
12.7714789,0.01243261,61,60,74,47
12.91821027,0.02803159,57,60,75,46
12.8055472,0,51,64,74,53
12.93251009,0.01225841,57,64,77,50
12.82255468,0.01394837,52,62,73,52
12.90027576,0.00350056,50,70,80,61
12.88891016,0.02202529,65,68,77,60
13.06600766,0.00274983,70,68,79,56
12.98170357,0.03893473,70,68,76,60
13.01343931,0.03893959,54,62,77,48
12.8669602,0.03775054,43,61,73,49
12.84430103,0.0165269,38,64,77,51
12.88452663,0.02979187,36,68,83,54
13.10075307,0.06215368,44,68,84,51
12.91514993,0.07964038,44,70,87,53
12.95224889,0.1153688,39,69,80,58
13.05309075,0.13252595,45,66,80,51
12.86436542,0.08593014,43,64,78,49
12.89781021,0.0440461,52,64,80,48
13.01743225,0,45,70,81,58
13.03788176,0,55,63,76,50
13.10355115,0.02360537,48,62,78,47
12.88881981,0.00797621,32,66,83,49
12.8014608,0,35,69,84,54
12.92778627,0,33,70,83,57
12.66890233,0,38,72,85,58
12.94337305,0,42,70,84,56
12.95313851,0,52,68,81,55
12.84319581,0.00463658,50,64,79,49
12.8575163,0.00038962,46,69,81,57
12.80024671,0,49,69,77,60
12.93487499,0.00324931,56,61,72,50
13.12818586,0.02004627,61,64,77,51
12.7281799,0.05019087,51,66,83,50
12.93078551,0.00621426,45,68,79,57
12.8878279,0.0682302,45,66,79,54
12.97797931,0.03867695,48,64,78,49
12.94544404,0.0414143,37,66,82,50
12.74357125,0.02179417,33,67,83,51
12.80799352,0.06208248,32,69,85,53
12.8179731,0.08525869,24,72,88,55
12.88075499,0.01770803,29,74,88,60
12.86278209,0.03297588,28,74,89,59
13.03773386,0.00338271,25,76,91,62
12.86148638,0.01337133,29,76,89,63
12.88750991,0.0533169,32,78,93,64
