Moisture,rainfall,Average Humidity,Mean Temp,max Temp,Min temp
12.92437543,0,23,95,107,83
12.86078583,0.023315,23,96,109,83
12.91096848,0.00233476,21,96,108,84
12.8021534,0,22,99,111,87
12.6623916,0.01957236,27,98,108,87
12.8593074,0.01978735,32,100,111,88
12.69535264,0,43,94,106,83
12.97292146,0,64,86,98,73
12.74332259,0,69,86,97,74
12.78093314,0,62,92,101,82
12.76967675,0,74,85,93,77
12.65737421,0,88,76,81,71
12.97009424,0,87,82,90,75
12.95790528,0,75,85,93,77
12.80766071,0,70,86,94,79
12.98161439,0,59,88,97,79
12.84228447,0,62,88,95,81
12.96553339,0,69,86,95,76
13.06318621,0.00464197,70,82,90,74
12.80879208,0.05501373,81,82,87,76
12.89586068,0.00907195,91,77,85,69
12.9008969,0.03395804,74,83,92,74
12.94029116,0.02107807,68,85,95,75
12.86102311,0.0216866,62,86,98,75
12.98964283,0.03705747,58,89,99,79
13.01608558,0.01431591,64,86,93,79
12.96442041,0,68,82,89,75
12.71848089,0,86,82,88,76
13.038192,0,100,74,77,72
12.87156563,0.02482661,93,78,83,72
12.90961693,0,93,78,83,74
12.79487911,0,96,78,82,73
12.91505701,0.0012627,86,82,91,72
12.86809714,0,59,84,94,75
12.93196798,0,69,84,92,75
13.03810824,0,61,85,92,78
13.04107319,0,61,84,93,76
12.81880869,0,62,86,95,76
12.97071347,0,58,86,96,76
12.78119805,0,68,86,96,77
12.75788358,0,75,88,97,78
12.94244416,0,75,84,92,76
12.99851941,0,86,83,89,77
12.98017627,0,88,83,90,76
12.82287758,0,87,84,91,77
12.77816935,0,79,84,93,76
12.75202777,0,74,86,94,79
12.81406496,0,74,85,92,78
12.80867488,0,75,86,93,78
13.04449408,0,71,86,96,77
12.94497416,0,77,83,87,79
12.89902403,0,76,81,86,76
13.00938829,0,62,80,88,73
12.99431605,0.00279849,60,83,92,73
12.80411072,0,57,84,94,73
12.79365661,0.05569939,61,85,95,75
13.03831299,0.00322873,59,83,94,72
12.78821294,0,60,82,94,71
12.82729449,0,57,86,96,75
12.83767309,0,58,86,96,77
12.96863219,0.0017236,56,87,96,78
12.81612171,0.02568465,72,86,95,77
12.81421275,0.03114444,81,82,90,74
12.79395096,0.00542341,76,82,90,74
12.86866177,0.05764539,68,84,94,74
12.76361539,0.05615822,67,87,99,75
12.81346734,0.12807676,63,84,94,74
12.6653881,0.09054553,61,84,95,73
12.96601214,0.08645341,59,83,94,72
13.06056781,0.08125601,58,83,94,72
13.01369587,0.12160108,55,82,94,70
12.90812938,0.0896692,58,82,96,69
12.99891978,0.06855089,55,84,97,71
12.83417558,0,49,85,98,72
12.92001739,0,45,87,100,74
12.9204646,0.01430875,43,88,99,78
12.91773191,0,45,87,98,76
12.97911447,0.01929464,42,88,99,76
12.83907289,0.00153143,38,90,103,76
12.82668794,0.03682198,33,92,102,81
12.86236542,0.09207753,44,91,103,79
12.8858564,0.01210957,51,89,102,76
12.69884914,0,55,90,104,76
12.81447154,0,62,86,93,79
12.89036676,0,80,82,90,75
12.92069051,0,65,85,96,74
12.76920568,0.01277463,71,85,95,75
12.82614842,0,73,84,93,75
12.78536755,0,72,82,91,73
12.83268871,0,65,84,93,74
12.94441614,0.0037788,75,81,86,76
13.09024383,0,91,78,85,72
13.11317191,0.00237129,72,80,87,72
13.05115818,0,68,80,89,71
12.99904719,0,74,81,90,72
12.92745193,0,67,84,93,75
13.03979021,0,63,86,95,77
13.0221138,0,64,88,97,78
12.79414338,0,74,82,90,75
12.88158709,0,83,82,88,77
12.99286058,0,98,74,77,70
12.71536974,0,80,83,95,71
12.84082697,0,72,78,88,68
12.90668153,0,68,80,91,68
13.02253324,0,65,81,92,70
12.83321226,0,61,80,92,69
12.84397846,0,57,82,95,70
12.81902505,0,52,82,94,71
12.80943308,0,48,82,94,70
12.82666294,0,49,82,94,70
13.00039168,0,46,82,94,71
12.94538536,0,43,80,95,64
12.85012523,0,40,82,95,69
12.95080323,0,36,82,95,69
12.84328268,0,36,82,92,71
12.94521868,0,42,81,96,66
12.96116359,0,42,80,95,66
12.84499908,0,43,81,95,67
12.86337843,0,40,80,95,66
12.85857189,0,42,80,95,66
13.02023982,0,40,82,94,69
12.91434986,0,38,80,93,66
12.83631843,0,37,78,93,63
12.95237993,0,37,79,94,64
12.86597382,0,38,80,93,66
12.94588754,0,36,80,92,67
12.9769035,0,39,77,90,64
12.93412241,0,49,75,85,65
13.02147618,0.01149473,45,72,87,58
12.92997165,0,37,72,89,55
12.77609757,0,41,72,90,55
12.92964871,0,41,76,91,62
12.92680794,0,51,75,92,58
12.78616469,0,37,74,93,56
12.7610756,0,38,74,91,58
12.90291119,0,37,72,91,52
12.9745077,0,41,72,89,55
12.88294982,0,32,73,90,56
12.87063665,0,35,73,91,55
12.88653809,0,31,74,90,59
12.8119448,0,36,72,86,57
12.99472645,0.01435425,35,76,88,63
12.91744475,0.00571548,37,73,86,60
12.8741056,0,34,70,86,53
12.9605597,0,39,68,85,52
12.85733467,0,41,68,84,51
12.82579329,0,48,68,86,51
12.80439038,0,49,70,87,53
12.93032373,0,45,70,88,52
12.89043643,0,38,70,87,54
12.99727927,0,36,72,87,58
12.88018749,0,43,71,86,56
12.83514877,0,44,72,87,56
12.73767377,0,46,70,86,54
12.83687285,0,43,66,82,51
12.84888748,0.00858497,35,66,84,48
12.86477537,0,41,68,87,48
12.93699263,0,40,70,89,50
12.83265382,0,38,69,88,50
12.89417985,0,44,70,88,52
12.83398961,0,40,70,87,54
12.86123298,0,36,70,83,57
12.94827086,0,38,70,82,58
12.86313248,0.00161407,37,70,81,59
12.95589414,0.09070998,41,72,83,62
12.96057575,0.13591922,41,70,84,55
12.95504875,0.07068956,42,66,82,50
13.02114448,0,40,64,76,51
12.91385361,0.01282597,34,60,73,48
12.84304201,0.07029979,31,59,74,44
12.96742639,0.07579706,44,58,74,43
12.722943,0.06050627,40,56,76,37
12.89207876,0.09101022,41,60,78,41
12.96178014,0.03092234,45,62,81,42
12.80992509,0.01243261,47,62,81,44
12.86050625,0.02803159,39,62,79,46
12.71737147,0,45,62,79,45
12.88078703,0.01225841,47,63,81,45
12.68229575,0.01394837,45,61,74,48
12.97584419,0.00350056,41,62,75,48
12.9858336,0.02202529,50,59,74,44
12.68514146,0.00274983,47,56,74,39
12.98250215,0.03893473,47,58,74,41
12.95072674,0.03893959,40,57,73,41
12.86827266,0.03775054,61,57,72,42
13.02691042,0.0165269,55,58,74,42
12.81016974,0.02979187,51,56,72,40
12.95207759,0.06215368,59,56,70,42
12.69224986,0.07964038,65,60,69,51
12.78604299,0.1153688,65,59,72,46
12.74962058,0.13252595,63,58,70,46
12.67720369,0.08593014,55,56,71,41
12.8377564,0.0440461,49,56,72,40
13.03691103,0,48,58,74,41
12.76414702,0,48,61,77,45
13.01745317,0.02360537,46,62,77,46
12.64042757,0.00797621,54,62,78,45
12.95784488,0,45,64,74,53
12.95805635,0,45,65,74,56
13.0211267,0,57,67,77,57
12.8683332,0,63,66,77,54
12.95174974,0,54,60,68,51
13.06183004,0.00463658,46,53,66,40
12.83290703,0.00038962,52,52,68,37
12.91001776,0,51,54,71,36
12.88226015,0.00324931,38,54,70,38
12.91284946,0.02004627,54,54,69,38
12.83218857,0.05019087,54,54,72,37
12.84815907,0.00621426,58,58,77,39
12.5737012,0.0682302,61,60,77,42
12.87574669,0.03867695,41,61,77,45
12.94814747,0.0414143,41,62,78,46
12.68827114,0.02179417,48,64,80,48
12.82515187,0.06208248,47,66,81,51
13.0369974,0.08525869,46,69,85,53
12.87527648,0.01770803,47,70,85,56
12.91220552,0.03297588,50,70,81,58
12.87385651,0.00338271,55,64,77,52
12.68879348,0.01337133,57,60,73,48
12.93414395,0.0533169,42,65,71,59
12.96644689,0.04093459,42,58,71,46
13.00576093,0.03354535,53,56,71,42
12.85445686,0.11087863,43,56,70,42
12.87889698,0.17361032,46,55,71,39
12.97210737,0.11545592,42,58,73,42
13.13508356,0.1102721,47,60,76,43
12.9247268,0.06226051,48,63,80,46
12.93770687,0.04107468,44,66,83,48
12.87591711,0.08735555,44,66,84,49
12.82582751,0.14401957,44,68,85,51
12.95192187,0.13853161,43,70,85,54
12.96233664,0.07401617,32,70,85,55
12.76941371,0.05403291,39,68,83,54
13.08323053,0.21334303,40,65,82,48
12.97096179,0.2505521,34,66,84,49
13.01375574,0.264995,36,68,86,51
12.80996176,0.16440192,39,70,86,54
12.8743958,0.12811633,36,70,84,55
12.82464289,0.09962944,40,74,86,63
12.949096,0.07095528,41,68,84,52
12.99493977,0.12643599,36,68,86,51
12.8742538,0.21997917,40,72,90,54
12.89556977,0.19983787,33,74,91,56
12.94050182,0.22083074,38,73,89,57
13.05508616,0.24263603,34,75,87,63
13.15486567,0.25107319,45,74,88,59
12.91519939,0.25686013,47,76,88,63
12.95844909,0.27893227,51,76,90,61
12.82315759,0.30401618,49,76,92,61
12.74910827,0.25451679,48,77,92,62
12.81706506,0.16124102,39,77,93,61
12.83571656,0.09406781,44,77,94,60
12.89831176,0.08167877,37,80,94,65
12.81477304,0.04985876,42,78,95,62
12.81906585,0.07738469,37,79,94,64
12.67833489,0.11902733,40,78,91,65
12.96222876,0.1866859,53,74,86,63
13.00912869,0.14167626,29,70,84,57
12.92973854,0.1695964,36,69,85,53
12.91373321,0.23562293,27,72,87,57
12.89154285,0.28589122,25,74,90,59
12.98361305,0.31304122,30,78,90,66
13.02822003,0.32560631,34,78,90,65
12.88795567,0.29473062,33,76,91,62
12.98940021,0.27390517,37,75,91,59
12.90043642,0.35624681,36,79,92,66
12.82380437,0.2800796,65,73,82,64
12.99048804,0.30094135,85,67,73,61
12.84038403,0.21167439,78,67,77,57
13.0252262,0.19472972,61,69,81,57
12.99510965,0.22419357,57,72,86,59
12.82265563,0.26909019,65,73,82,64
13.01357175,0.30141486,69,71,82,60
12.96221009,0.31059212,55,72,83,62
12.84099726,0.28044987,46,70,83,56
12.81824447,0.21911052,41,72,86,57
12.7812616,0.18884224,29,74,89,59
12.91183014,0.20112027,27,80,94,67
12.91292325,0.1555159,38,75,86,64
12.92890513,0.18013069,34,74,89,59
12.91922388,0.18195726,38,84,95,72
13.18339137,0.26450541,35,80,97,64
12.94527436,0.2487961,36,80,92,67
12.71248647,0.19513917,29,78,87,68
13.1618669,0.24353516,34,74,87,62
12.74864607,0.26390672,32,76,89,63
12.87387198,0.21078474,32,73,87,59
12.9400097,0.32283957,33,76,93,60
13.06852368,0.21989283,26,80,96,64
12.76118742,0.22901769,20,81,95,67
12.92928852,0.15807666,19,84,99,68
12.87200811,0.25041691,26,82,98,67
13.06637812,0.21623491,28,83,97,69
13.07003385,0.29265114,25,84,101,68
12.95318567,0.28155077,25,88,104,71
12.90011751,0.26257666,21,89,104,74
12.73833884,0.19510931,27,88,105,72
12.86905222,0.15183977,25,90,104,77
12.92122976,0.14221389,14,88,97,78
12.89156938,0.0943495,20,85,97,73
13.09307424,0.11016122,16,84,96,72
13.03875253,0.09773263,10,84,96,73
12.99513364,0.07293744,11,85,98,72
12.85288303,0.05173966,14,84,100,67
12.92200509,0.07799183,17,86,99,72
12.92897987,0.07118955,32,81,93,69
12.96356505,0.07801862,31,80,94,65
12.77929337,0.0427246,26,86,100,72
13.10077746,0.0561879,27,88,101,76
13.01109057,0.06735406,27,86,100,72
12.68323006,0.04461554,29,86,101,70
12.81139785,0.08749176,27,88,102,73
12.82595648,0.04536572,25,90,104,75
12.89210456,0.05825552,24,90,106,75
12.94414962,0.00031834,21,92,106,77
12.90539253,0.04244061,25,94,107,82
12.95741229,0.08429176,23,92,105,80
12.94610883,0.09868759,26,93,108,78
12.79032425,0.10868584,25,94,107,81
12.90514922,0.04843143,29,94,109,80
13.00946671,0.10130284,34,89,105,73
12.86167911,0.07958069,24,92,106,77
12.79653131,0.04452248,31,92,108,77
12.8258414,0.0398338,29,93,111,75
12.83212842,0.11749658,21,99,112,86
13.00088501,0.0731871,20,97,111,83
12.93336816,0.05346743,25,97,112,82
12.86007518,0.10169919,26,98,109,86
12.96050968,0.10844059,28,97,110,84
12.95413342,0.22494806,24,96,110,83
12.8277382,0.24521524,21,98,111,86
12.80944267,0.14459727,24,99,112,86
12.84263333,0.10221223,29,98,109,86
12.96714062,0.03040954,31,94,107,81
12.86746712,0.03126054,34,92,106,79
12.97290281,0.01702887,38,90,102,77
13.0547893,0,41,90,104,77
12.78745298,0,38,94,106,82
13.01006847,0,40,90,102,77
12.88029129,0,54,87,101,73
12.78935996,0,59,82,94,70
12.8506517,0,58,84,97,72
12.7221179,0,51,91,103,79
12.88563814,0,44,94,105,82
13.00740961,0,41,94,108,81
12.91663986,0,37,96,109,83
13.05031585,0,30,100,112,88
12.87204534,0,27,102,112,93
12.923688,0,31,98,110,86
13.00065156,0,33,99,109,89
12.81844193,0,45,92,99,84
12.96540556,0,74,80,84,75
12.73791256,0,87,79,88,70
12.91452929,0,60,86,99,74
12.87155961,0,65,86,98,75
13.09002123,0,51,88,100,77
12.99816792,0,44,88,100,77
12.70548252,0,33,90,102,78
12.93887446,0,32,90,104,77
13.16409686,0.002078,36,92,104,81
12.98929923,0,36,92,105,80
13.02941393,0,35,94,104,83
12.79692057,0,43,91,98,84
12.86556881,0,44,86,98,75
12.88469462,0,50,90,102,78
12.98276271,0,41,88,102,73
12.90679269,0,38,89,101,77
12.99939612,0,34,91,104,78
12.98878273,0,49,88,100,77
13.01226655,0,46,86,99,72
12.93767566,0,38,90,103,78
12.83382894,0,37,94,104,84
12.79056476,0,41,94,104,84
12.7400213,0,48,94,104,84
12.81075945,0,69,90,101,78
12.64086329,0.00453491,81,86,95,77
12.80829122,0,79,86,94,77
13.02754593,0,63,86,99,72
12.80004788,0,62,88,100,77
13.0653987,0,58,87,99,75
13.0852871,0,58,92,102,82
12.79538927,0,62,92,104,81
13.11586573,0,55,92,101,83
12.93162079,0,48,92,102,82
12.89672029,0.00051902,54,89,96,82
12.82157408,0,65,88,96,80
12.91299297,0,62,90,102,79
12.97740248,0.00042435,58,90,100,81
12.95647224,0,60,86,92,79
12.88484819,0,69,84,88,77
13.13585997,0,94,80,83,76
12.87288847,0.00167937,84,82,91,74
13.00256736,0.01379756,69,87,95,79
12.74663144,0.0248873,68,85,93,77
13.03552932,0.05176107,66,87,96,78
13.04672953,0.06423583,67,87,95,79
12.90565268,0.01606504,65,88,98,79
12.72695853,0.04644033,60,89,99,79
13.07619637,0.01636776,67,88,97,79
12.74852613,0.01149962,84,81,89,73
13.01622848,0,85,80,90,71
12.97361977,0,74,84,91,77
12.91087535,0.0069962,75,84,89,78
12.93871709,0,78,85,93,77
12.88236347,0.01655588,85,84,91,77
12.75657908,0,80,80,87,74
12.98478958,0,86,80,85,75
12.95141198,0,94,77,82,72
12.88575177,0.03355131,87,82,89,74
12.85359235,0.07686413,81,82,90,73
12.8486817,0,81,82,89,76
12.78930318,0,96,76,81,72
12.98497062,0.02527181,86,78,86,71
12.93215854,0.05914395,77,82,91,74
12.93207416,0.06100218,76,84,92,76
12.87200758,0.15418838,75,84,90,77
12.85863779,0.19128936,77,80,86,75
12.77343356,0.12194853,82,84,92,75
12.9290272,0.15729132,80,82,89,74
12.78699907,0.12740497,82,83,91,75
12.97069715,0.17355234,75,83,90,76
13.04898312,0.11693843,78,84,92,76
12.97361248,0.14030465,76,84,94,75
12.84319151,0.07716642,74,86,97,76
13.06005393,0.06842165,83,86,96,75
13.00967596,0.0296232,77,82,90,73
12.91109283,0.0044597,80,86,93,79
12.9576936,0,74,86,95,77
12.58600273,0.0136786,74,86,94,78
12.9054677,0,90,78,82,75
12.87874913,0,93,80,86,73
12.73549331,0,88,82,89,74
13.01255982,0,87,80,87,72
12.93949069,0,80,82,90,74
13.0043094,0.00560876,82,80,88,72
12.96846168,0,82,79,86,72
12.98491418,0,78,80,86,73
13.04828081,0,76,78,86,71
12.94143439,0,71,80,89,72
12.98494325,0.00870311,71,82,93,71
12.86000708,0.01652103,64,84,95,73
12.98653963,0,78,82,90,74
12.98232857,0.18500612,97,74,78,70
13.04197444,0.11392027,87,79,87,71
13.01802861,0.10210586,75,82,91,72
12.86191837,0.10508922,64,84,93,74
12.94799318,0.11970223,70,83,93,73
12.86231019,0.11503799,79,82,89,76
12.92385079,0.07778713,76,80,89,72
12.99741761,0.00785263,71,81,92,70
12.85369315,0.08846062,66,83,95,71
12.81960878,0.07972244,63,84,95,72
12.93618473,0.06600415,58,86,94,77
13.06474686,0,58,86,96,75
12.9869839,0,53,86,98,74
13.04316672,0.00794799,53,88,99,77
12.95665191,0,55,86,98,75
13.04264573,0,49,86,99,73
12.91333344,0,50,88,100,77
12.95249657,0,49,89,101,77
12.76929324,0,52,89,103,75
12.99067689,0,54,88,102,75
12.88486904,0,67,85,99,71
13.05039919,0,63,82,95,68
12.94806709,0,58,83,95,71
13.10136732,0,53,86,96,75
12.76126925,0,49,84,97,71
12.96953987,0,49,86,97,75
12.77977309,0.00337705,52,86,96,75
12.9421878,0.00427612,51,86,98,73
12.78758522,0,46,85,98,72
12.80689511,0,41,83,97,69
13.05912828,0,42,87,99,75
12.90628457,0,45,86,99,73
12.89410874,0,35,89,100,78
12.87067541,0,39,86,103,69
12.9342266,0,30,86,102,70
12.79259464,0.01666181,40,84,100,68
13.05810719,0,47,82,97,66
12.90702561,0,52,84,97,71
12.80740397,0,38,84,96,73
12.95520214,0.01066253,32,84,97,71
12.91905735,0,32,84,97,70
12.94980553,0,38,83,96,70
12.9743365,0.06218109,39,80,95,65
12.85317259,0.18599078,40,82,96,68
12.82410966,0.06804461,45,83,97,69
12.91560164,0,41,83,97,69
12.92826327,0,45,84,97,71
12.91032167,0,43,82,97,68
12.9679959,0,45,84,94,74
12.8339226,0,62,74,86,61
12.85265345,0,59,78,91,66
12.97043883,0.0058166,56,77,90,64
12.90101583,0.03724143,58,77,90,64
12.99428796,0.01160154,52,77,88,66
13.02061619,0,48,79,91,67
12.76906538,0,48,72,90,55
13.04516891,0,47,79,90,68
12.88280421,0,48,78,90,67
12.9486847,0,49,77,91,63
12.85330278,0,41,76,92,61
12.73359961,0,48,76,91,61
12.91283691,0,45,78,90,66
13.01634214,0,44,78,88,67
12.96806112,0.02412155,50,74,88,60
12.95473044,0,50,76,89,62
12.75366098,0,50,74,90,59
12.88411842,0.00448021,53,74,91,57
12.80237091,0.01356465,50,75,91,59
12.89192357,0,49,77,92,62
12.96794344,0,49,78,90,66
12.99799481,0,51,76,87,65
12.73898594,0.04104616,54,72,88,57
12.98392972,0.04049161,51,74,89,59
12.88815153,0.0032656,59,74,89,59
12.88809549,0,55,74,90,57
12.95198474,0.04251059,56,76,88,63
12.8791784,0.03996159,60,73,86,60
12.91959368,0.04245101,60,76,86,65
12.79227341,0.10370267,63,72,87,57
12.98751381,0.06933643,60,72,86,58
12.81107662,0.08656548,64,70,83,56
12.9406526,0.06262126,64,70,85,55
12.97151518,0.02828791,56,71,87,55
12.92884127,0.02390404,66,70,82,58
12.99806516,0.04486259,63,66,76,56
12.81221592,0.02547609,59,62,77,46
13.11839296,0,54,60,75,44
12.9121485,0,49,59,77,41
12.81765769,0,45,64,77,52
12.90981246,0,46,62,77,48
12.76267584,0,51,62,80,45
12.82898349,0.01060417,50,63,80,46
12.97828489,0,41,62,80,45
12.81510088,0,38,63,78,48
12.97938429,0,41,72,82,62
12.8704267,0.02286025,45,74,85,63
12.93595496,0.03495605,66,70,82,58
12.8817985,0,62,66,75,56
12.93298306,0,61,62,72,51
12.98403863,0,57,59,73,45
12.82100038,0.0146704,53,64,76,52
12.92993097,0,46,58,73,43
12.98710581,0,47,57,72,42
12.70743872,0.01716715,59,57,73,41
12.92876283,0.02985832,53,60,77,44
13.06483538,0,52,61,78,44
12.94322254,0,49,63,80,46
12.84143903,0.012905,42,64,81,48
12.79264223,0,38,61,75,47
13.02354837,0.01667025,50,60,77,43
12.85572199,0.02354139,49,64,74,53
12.91849938,0,58,66,77,55
12.85725843,0.0045416,58,63,78,48
12.54799277,0.02887106,64,60,75,46
12.87580777,0.00565959,62,60,75,44
12.79245246,0.03285476,57,60,76,44
12.93653031,0,66,61,73,49
12.85968121,0.02725622,68,60,72,47
13.00086905,0.04870757,67,57,71,43
12.91808781,0.01411212,62,56,75,37
13.02834358,0.04114263,63,59,76,42
12.81876412,0.05869647,54,57,72,42
12.97557755,0.05800183,58,58,75,42
12.86331398,0.08082161,49,60,73,46
13.0237865,0.09589412,52,55,70,40
13.00876643,0.15157768,50,54,71,37
12.85128918,0.13035319,51,56,68,43
12.86506402,0.13779289,40,57,67,47
12.83291782,0.03730678,40,66,89,43
12.78341477,0,57,52,69,36
12.82934808,0,57,61,75,47
12.92275574,0,69,58,72,43
12.84101729,0,66,53,69,37
12.93872885,0.02875148,60,54,70,38
12.9523807,0.07866578,56,52,67,36
13.03439035,0.07587647,49,55,72,38
13.07200107,0.01247682,42,60,72,48
12.90712374,0.04907234,49,58,74,42
12.91408717,0,52,58,75,41
12.9852246,0.00336897,50,60,77,43
13.02693254,0.06738097,55,62,79,44
12.94839203,0.01826356,52,62,75,48
12.99720159,0.05282027,44,56,70,43
12.86417867,0.0465294,50,54,70,38
12.96104407,0.01864605,49,56,75,38
12.93676857,0.06102551,52,60,78,41
12.95695832,0.0194797,44,64,83,44
12.89340371,0.10570593,34,66,84,49
13.03069911,0.09900019,37,69,86,52
12.89716227,0.12391758,48,71,86,56
